purchase_id,customer_id,service_plan_id,purchase_date,amount_paid,payment_method
615,280,1,2022-07-10,430.16,Cash
616,379,4,2022-04-19,325.51,Bank Transfer
617,530,4,2020-01-14,12.62,Bank Transfer
618,19,1,2023-10-15,324.42,Credit Card
619,354,1,2023-07-19,288.84,Credit Card
620,110,2,2023-10-14,75.01,Bank Transfer
621,332,1,2023-04-25,174.52,Cash
622,334,1,2020-12-12,171.64,Credit Card
623,911,4,2020-10-12,56.37,Credit Card
624,950,3,2021-01-13,217.72,Credit Card
625,906,2,2020-09-25,161.92,Credit Card
626,437,1,2020-06-17,433.85,Credit Card
627,60,3,2021-10-18,184.69,Credit Card
628,995,1,2021-04-04,267.58,Credit Card
629,279,1,2022-12-05,57.98,Credit Card
630,13,1,2021-02-05,102.43,Credit Card
631,973,2,2023-03-12,89.87,Credit Card
632,693,1,2022-08-16,125.18,Bank Transfer
633,280,4,2020-03-19,378.26,PayPal
634,547,1,2021-02-08,98.47,PayPal
635,155,1,2021-07-19,36.76,PayPal
636,493,1,2021-05-09,51.18,Bank Transfer
637,313,3,2023-04-18,145.71,Cash
638,655,3,2024-08-12,108.1,Credit Card
639,686,1,2022-07-26,135.09,Credit Card
640,482,1,2020-05-25,93.75,Cash
641,192,2,2021-03-29,437.97,Credit Card
642,533,4,2022-03-27,351.22,Bank Transfer
643,289,4,2024-01-17,342.72,Credit Card
644,677,2,2024-03-21,49.48,Bank Transfer
645,805,1,2024-04-13,297.09,PayPal
646,393,3,2023-05-19,231.35,Bank Transfer
647,824,3,2022-09-17,103.72,Bank Transfer
648,750,3,2023-04-28,77.5,Cash
649,559,3,2020-04-28,433.4,Cash
650,562,3,2024-08-31,489.95,PayPal
651,132,2,2021-03-13,479.58,Bank Transfer
652,905,2,2021-09-24,403.7,Cash
653,128,1,2021-05-23,101.67,Bank Transfer
654,317,1,2022-06-26,448.22,PayPal
655,90,4,2021-06-15,70.37,Credit Card
656,997,1,2022-03-18,166.86,Credit Card
657,421,4,2021-02-16,207.97,Bank Transfer
658,900,4,2021-06-02,455.7,Cash
659,740,2,2021-10-05,344.34,Credit Card
660,912,1,2021-12-31,413.72,Cash
661,263,1,2024-06-04,304.42,Credit Card
662,368,1,2021-12-09,169.29,Bank Transfer
663,675,4,2020-12-12,135.59,PayPal
664,549,1,2020-09-17,75.9,Bank Transfer
665,473,1,2024-12-05,174.25,Bank Transfer
666,533,3,2020-12-20,190.8,PayPal
667,587,2,2024-03-30,368.75,Bank Transfer
668,908,1,2022-01-21,362.85,PayPal
669,204,1,2024-02-24,341.16,PayPal
670,697,3,2022-07-19,231.72,PayPal
671,161,3,2020-03-02,499.17,Cash
672,103,4,2024-10-02,145.32,Bank Transfer
673,171,4,2021-10-17,20.89,Bank Transfer
674,454,1,2023-03-22,94.12,PayPal
675,68,3,2022-01-02,293.17,PayPal
676,433,1,2022-04-24,170.55,Credit Card
677,517,2,2020-02-21,56.48,Bank Transfer
678,57,2,2022-07-04,361.16,PayPal
679,731,3,2020-12-26,379.68,Cash
680,560,4,2020-10-29,472.08,PayPal
681,333,3,2024-09-23,47.52,Bank Transfer
682,997,4,2021-07-12,368.02,PayPal
683,96,2,2023-08-20,160.19,Cash
684,218,2,2022-05-29,55.7,Bank Transfer
685,686,4,2021-05-13,53.79,Cash
686,31,1,2024-10-26,406.86,Bank Transfer
687,605,4,2023-11-28,82.14,Credit Card
688,294,2,2020-09-03,265.25,Credit Card
689,262,1,2022-01-20,345.06,Credit Card
690,526,1,2024-01-08,102.87,Bank Transfer
691,827,3,2020-05-31,266.34,Bank Transfer
692,918,3,2021-07-30,422.02,PayPal
693,379,3,2024-10-03,292.29,Bank Transfer
694,791,3,2023-08-04,338.85,Cash
695,803,4,2021-07-18,172.15,Bank Transfer
696,887,3,2020-08-14,351.75,PayPal
697,386,1,2021-04-07,331.1,Bank Transfer
698,722,3,2024-06-29,395.98,Cash
699,670,1,2022-07-01,342.3,PayPal
700,900,2,2024-02-22,142.65,Bank Transfer
701,381,1,2021-11-09,152.12,Cash
702,438,2,2023-02-03,284.78,PayPal
703,797,4,2020-07-05,206.09,Bank Transfer
704,284,4,2024-05-05,396.64,Bank Transfer
705,121,2,2022-11-26,423.89,PayPal
706,643,2,2022-05-07,355.88,Cash
707,460,2,2020-06-15,297.76,Credit Card
708,222,4,2023-08-25,185.18,Credit Card
709,396,1,2024-05-19,222.07,Bank Transfer
710,250,1,2021-01-29,370.27,PayPal
711,508,2,2024-08-26,471.96,Cash
712,694,4,2024-07-12,493.19,PayPal
713,166,1,2020-08-17,168.27,PayPal
714,929,3,2020-11-30,487.9,Cash
715,438,4,2021-05-13,393.56,Bank Transfer
716,84,1,2021-05-25,462.66,PayPal
717,689,3,2022-06-30,128.47,Cash
718,717,2,2023-07-11,194.88,Credit Card
719,507,2,2020-12-07,53.18,PayPal
720,101,1,2021-03-03,65.76,Credit Card
721,116,2,2024-08-12,22.89,PayPal
722,236,2,2023-05-26,17.02,Cash
723,879,1,2022-03-10,376.1,Credit Card
724,128,4,2020-04-21,432.73,Cash
725,271,1,2020-06-19,377.68,Cash
726,18,3,2023-07-10,327.83,PayPal
727,155,4,2023-12-17,97.86,Cash
728,301,2,2024-05-01,375.76,Bank Transfer
729,814,3,2023-04-15,189.42,Bank Transfer
730,358,4,2023-06-27,319.48,PayPal
731,522,2,2023-10-14,265.04,Bank Transfer
732,334,2,2021-11-15,247.44,Bank Transfer
733,378,1,2023-05-19,439.63,PayPal
734,263,4,2021-02-12,253.88,PayPal
735,270,4,2020-12-19,336.93,Bank Transfer
736,360,2,2020-10-25,405.56,Credit Card
737,172,2,2022-06-03,179.85,Bank Transfer
738,249,3,2024-01-22,328.52,Bank Transfer
739,632,2,2023-02-09,101.12,Bank Transfer
740,324,4,2021-09-11,34.75,Bank Transfer
741,112,1,2022-03-18,248.81,Bank Transfer
742,87,4,2021-10-02,383.91,Bank Transfer
743,341,1,2022-03-19,290.69,Credit Card
744,155,3,2020-07-01,458.02,Credit Card
745,770,3,2024-02-25,443.33,PayPal
746,478,4,2024-12-24,476.31,PayPal
747,590,2,2021-06-07,433.96,Bank Transfer
748,556,2,2021-10-29,440.35,PayPal
749,911,1,2020-01-06,16.62,Cash
750,963,2,2021-01-17,448.94,Bank Transfer
751,343,4,2022-03-21,414.36,Cash
752,769,4,2021-09-25,457.48,PayPal
753,253,4,2020-08-18,269.67,PayPal
754,14,1,2020-05-25,251.78,PayPal
755,113,3,2021-05-23,369.35,PayPal
756,516,3,2020-11-10,488.05,Cash
757,287,1,2023-05-02,197.15,Cash
758,88,4,2022-07-26,104.62,PayPal
759,827,1,2024-03-21,105.68,Bank Transfer
760,624,2,2022-05-06,424.79,PayPal
761,6,1,2022-01-02,466.46,Credit Card
762,396,4,2024-10-28,381.82,Bank Transfer
763,365,4,2023-06-26,395.75,Cash
764,500,2,2023-03-18,174.21,Cash
765,655,4,2020-08-20,121.03,PayPal
766,897,4,2024-05-24,242.12,PayPal
767,199,3,2024-07-04,398.89,Credit Card
768,594,4,2024-11-27,281.99,Credit Card
769,702,2,2022-02-21,444.52,Cash
770,998,4,2022-02-11,59.84,Credit Card
771,110,3,2024-06-27,155.33,PayPal
772,856,4,2021-08-01,109.61,Bank Transfer
773,506,1,2021-12-14,139.83,Credit Card
774,957,4,2020-05-15,166.38,Credit Card
775,225,4,2022-06-23,298.74,Credit Card
776,2,3,2021-12-02,180.49,Bank Transfer
777,716,1,2023-08-14,387.18,Bank Transfer
778,458,4,2024-10-13,101.04,Cash
779,200,1,2021-01-21,201.61,Credit Card
780,401,1,2022-03-04,371.93,Cash
781,67,1,2024-12-23,195.56,Cash
782,308,1,2022-06-05,216.53,Credit Card
783,157,3,2020-07-01,239.12,Bank Transfer
784,674,4,2021-06-17,470.73,Credit Card
785,23,2,2024-09-10,315.69,Bank Transfer
786,892,2,2024-07-14,394.72,Bank Transfer
787,277,1,2023-05-09,234.49,Credit Card
788,331,4,2020-08-31,389.68,Credit Card
789,621,1,2024-09-26,201.51,Bank Transfer
790,249,3,2022-07-03,472.84,Cash
791,456,3,2024-02-07,39.82,Cash
792,887,4,2023-04-13,33.66,Credit Card
793,153,4,2020-03-17,254.5,Cash
794,157,4,2023-11-16,166.2,Bank Transfer
795,149,1,2021-10-31,198.3,PayPal
796,680,4,2020-10-04,404.23,Credit Card
797,732,1,2023-05-01,65.64,Cash
798,528,2,2020-10-17,208.5,Bank Transfer
799,675,3,2023-06-05,251.28,PayPal
800,632,3,2020-01-07,322,Bank Transfer
801,143,1,2020-11-08,163.12,Bank Transfer
802,733,3,2023-09-16,258.99,Cash
803,673,2,2020-02-11,355.29,Bank Transfer
804,663,1,2021-10-24,289.49,Bank Transfer
805,152,3,2020-03-11,170.62,Credit Card
806,350,3,2024-07-14,329.26,Bank Transfer
807,49,1,2022-04-09,383.6,Cash
808,995,3,2021-05-13,145.9,Bank Transfer
809,460,3,2022-03-13,337.76,PayPal
810,608,1,2020-01-31,361.16,PayPal
811,733,4,2024-08-17,47.83,Cash
812,775,3,2020-09-02,345.12,PayPal
813,973,4,2022-10-28,225.25,PayPal
814,500,3,2021-11-19,42.24,Bank Transfer
815,341,1,2022-04-17,261.09,Cash
816,190,4,2020-11-15,77.45,Credit Card
817,507,1,2023-05-20,152.24,PayPal
818,32,3,2023-02-27,196.74,Credit Card
819,664,4,2021-10-19,108.75,Credit Card
820,898,2,2024-11-26,347.11,Bank Transfer
821,967,2,2020-11-04,87.62,Bank Transfer
822,449,4,2022-04-17,58.63,Credit Card
823,798,1,2024-12-20,452.56,Bank Transfer
824,115,1,2022-05-30,177.16,Credit Card
825,954,2,2023-08-06,425.44,PayPal
826,796,4,2024-02-04,94.01,Cash
827,710,2,2020-08-13,203.25,PayPal
828,294,3,2022-02-05,219.52,Cash
829,558,4,2020-11-11,285.49,Cash
830,999,2,2023-07-01,41.07,Bank Transfer
831,339,4,2023-12-08,153.26,PayPal
832,825,1,2024-12-08,65.49,Cash
833,841,1,2024-12-23,378.75,Credit Card
834,886,1,2023-05-31,167.17,Cash
835,980,4,2024-09-18,251.24,PayPal
836,362,4,2020-12-28,279.7,PayPal
837,461,4,2024-06-29,71.35,Bank Transfer
838,808,1,2023-07-17,271.18,Cash
839,921,1,2022-05-06,351.47,Credit Card
840,337,4,2024-01-02,217.2,PayPal
841,898,3,2024-05-06,128.38,Cash
842,5,2,2023-12-19,137.7,PayPal
843,510,3,2021-08-30,499.43,Credit Card
844,609,1,2023-08-03,87.27,Credit Card
845,912,2,2021-12-04,88.91,Cash
846,796,3,2024-05-20,228.14,PayPal
847,117,1,2020-12-16,398.28,Credit Card
848,799,3,2022-11-30,486.63,Cash
849,20,4,2020-02-05,391.09,Bank Transfer
850,370,2,2022-04-26,439.97,Cash
851,478,3,2020-12-26,55.46,Bank Transfer
852,16,2,2021-01-24,56.71,Credit Card
853,741,3,2020-09-11,490.28,Cash
854,563,2,2023-03-14,351.62,Bank Transfer
855,359,2,2023-05-16,459.89,Bank Transfer
856,242,3,2023-06-19,38.12,Bank Transfer
857,215,1,2020-07-25,218.78,Cash
858,413,3,2023-04-04,195.88,PayPal
859,701,4,2024-09-08,112.17,PayPal
860,560,4,2021-02-22,38.82,Bank Transfer
861,252,1,2024-10-19,491.55,PayPal
862,157,1,2022-05-19,115.51,PayPal
863,754,2,2020-04-03,193.93,Bank Transfer
864,595,2,2023-09-05,377.54,Bank Transfer
865,765,4,2021-11-08,272.48,Bank Transfer
866,74,2,2021-03-17,451.02,Credit Card
867,178,1,2024-08-21,291.65,Credit Card
868,855,1,2023-11-18,26.47,Cash
869,493,2,2024-06-05,256.04,PayPal
870,819,4,2023-12-13,489.37,Cash
871,226,4,2024-01-13,243.2,PayPal
872,932,3,2021-06-14,138.29,PayPal
873,339,1,2023-03-10,215.07,Credit Card
874,322,1,2020-01-13,318.72,PayPal
875,2,1,2023-01-04,378,Cash
876,325,2,2020-05-21,194.85,Cash
877,850,4,2021-06-25,189.25,Credit Card
878,781,2,2023-12-28,17.26,PayPal
879,519,3,2021-05-06,231.64,PayPal
880,234,4,2021-08-30,350.97,PayPal
881,932,4,2024-07-22,414.48,PayPal
882,753,4,2020-02-10,455.71,Credit Card
883,44,1,2024-03-08,437.15,Credit Card
884,775,4,2024-05-15,170.75,Bank Transfer
885,231,2,2021-09-23,423.77,PayPal
886,78,1,2020-07-04,172.69,PayPal
887,21,2,2024-06-04,217.51,Credit Card
888,501,3,2020-09-17,43.24,PayPal
889,14,1,2020-04-12,334.84,PayPal
890,565,4,2020-01-21,295.41,PayPal
891,796,4,2020-11-30,64.69,Bank Transfer
892,928,2,2020-05-11,476.24,PayPal
893,602,3,2023-03-27,498.43,Credit Card
894,618,2,2022-01-18,425.51,Cash
895,353,2,2023-01-13,264.42,Bank Transfer
896,390,1,2023-09-12,485.11,Bank Transfer
897,370,4,2022-07-04,56.65,Credit Card
898,461,1,2023-12-08,393.61,Bank Transfer
899,375,4,2020-01-05,286.94,Bank Transfer
900,109,3,2021-03-21,225.06,Bank Transfer
901,95,3,2023-09-03,448.12,Bank Transfer
902,624,2,2021-12-23,235.84,Credit Card
903,7,3,2024-01-10,368.32,Credit Card
904,522,2,2021-01-31,287.21,Credit Card
905,656,1,2020-07-15,426.27,Cash
906,783,4,2024-04-16,11.92,Cash
907,333,1,2020-10-05,138.53,Cash
908,739,2,2021-12-13,341.27,Credit Card
909,97,4,2024-04-18,424.58,Bank Transfer
910,199,2,2024-10-20,62.63,Bank Transfer
911,378,3,2021-12-06,42.48,Credit Card
912,772,4,2024-10-01,396,Credit Card
913,569,2,2022-09-12,465.74,Bank Transfer
914,574,3,2024-12-08,336.99,PayPal
915,577,1,2021-08-18,13.09,Credit Card
916,27,3,2021-10-02,285.27,Bank Transfer
917,421,1,2021-06-20,163.58,Cash
918,610,4,2020-08-01,117.65,Credit Card
919,456,2,2020-03-30,426.46,Cash
920,938,2,2022-01-24,79.69,PayPal
921,638,2,2020-05-22,306.19,PayPal
922,797,4,2021-12-07,406.5,Cash
923,293,1,2020-11-21,182.41,Cash
924,918,2,2024-10-29,311.23,Credit Card
925,203,2,2023-05-18,393.21,Credit Card
926,643,1,2020-10-07,43.4,PayPal
927,280,3,2022-03-16,375.59,Credit Card
928,383,4,2023-06-03,69.98,Bank Transfer
929,837,4,2020-12-29,302.72,Bank Transfer
930,265,3,2024-08-10,27.9,Credit Card
931,953,1,2022-02-17,143.35,Cash
932,63,1,2022-04-05,483.13,Bank Transfer
933,840,3,2020-10-29,246.55,Cash
934,263,4,2021-09-19,94.03,Credit Card
935,419,3,2023-03-28,83.37,PayPal
936,202,1,2022-03-01,233.83,PayPal
937,934,4,2020-04-20,309.79,Bank Transfer
938,805,2,2022-01-21,343.95,Bank Transfer
939,55,2,2021-11-25,378.28,PayPal
940,636,4,2022-05-26,226.82,Credit Card
941,183,2,2021-05-06,69.46,PayPal
942,416,1,2023-10-16,465.61,Credit Card
943,848,1,2020-07-05,363.59,PayPal
944,366,3,2022-05-28,267.43,Cash
945,272,2,2023-05-30,487.91,Cash
946,298,4,2023-06-09,132.01,Cash
947,510,1,2022-02-17,104.8,Cash
948,324,3,2020-10-03,440.64,Bank Transfer
949,552,1,2024-10-28,155.4,Cash
950,720,2,2020-08-08,261.21,Credit Card
951,731,3,2023-11-23,350.84,Cash
952,535,3,2023-01-12,463,Bank Transfer
953,215,2,2022-03-21,447.65,Cash
954,897,1,2023-05-08,241.75,PayPal
955,281,3,2021-01-25,69.73,Cash
956,564,3,2024-11-11,455.6,Credit Card
957,997,3,2023-08-17,403.41,Bank Transfer
958,64,4,2020-07-02,460.86,PayPal
959,343,1,2023-12-06,431.6,PayPal
960,586,3,2020-08-28,63.43,PayPal
961,1000,3,2020-12-20,58.07,PayPal
962,933,1,2020-05-02,157,Cash
963,966,3,2023-02-26,421.1,Bank Transfer
964,322,2,2024-07-10,52.05,PayPal
965,713,2,2020-12-23,248.62,Cash
966,697,4,2024-03-18,468.36,Credit Card
967,998,4,2024-09-29,63.5,Bank Transfer
968,388,3,2020-01-13,164.18,Credit Card
969,184,4,2021-08-01,192.79,Cash
970,761,3,2020-11-25,44.66,Bank Transfer
971,935,1,2023-11-23,289.23,Bank Transfer
972,38,2,2022-10-06,361.55,Credit Card
973,460,2,2021-11-08,328.84,Credit Card
974,542,2,2023-07-04,172.04,Bank Transfer
975,338,2,2023-03-03,265.54,Credit Card
976,872,2,2023-01-24,401.83,PayPal
977,554,3,2024-03-03,250.51,PayPal
978,229,3,2020-03-02,293.19,PayPal
979,925,3,2020-12-21,71.78,Cash
980,801,2,2021-03-08,471.97,Credit Card
981,392,1,2024-04-26,200.86,Bank Transfer
982,691,1,2023-04-22,255.43,Cash
983,306,1,2023-08-14,250.44,Bank Transfer
984,760,1,2020-07-07,48.65,PayPal
985,425,4,2021-12-24,76.78,Cash
986,813,3,2024-06-28,188.04,Cash
987,821,3,2020-07-06,33.23,Cash
988,287,4,2024-06-04,49.1,Bank Transfer
989,898,3,2020-07-18,75.77,PayPal
990,822,2,2024-10-11,327.56,Credit Card
991,762,3,2021-12-01,76.07,PayPal
992,701,3,2020-01-05,36.77,Cash
993,94,1,2021-10-01,296.5,Bank Transfer
994,454,4,2024-01-11,489.39,Cash
995,424,2,2020-05-19,358.19,Credit Card
996,841,2,2021-03-17,223.44,Cash
997,77,2,2023-05-15,147.53,Credit Card
998,528,1,2022-04-07,53.52,Cash
999,96,1,2021-12-17,374.48,PayPal
1000,745,3,2024-05-12,292.73,Bank Transfer
